target_id	length	eff_length	est_counts	tpm
NC_029615.1	1113	913.994	0	0
NC_029614.1	2259	2059.99	0	0
NC_029613.1	1776	1576.99	0	0
NC_029612.1	2198	1998.99	0	0
NC_029611.1	4441	4241.99	0	0
NC_029610.1	2301	2101.99	0	0
NC_029609.1	1931	1731.99	0	0
NC_029608.1	1045	845.994	0	0
NC_029607.1	2862	2662.99	0	0
NC_029606.1	838	638.994	0	0
NC_029605.1	3481	3281.99	0	0
NC_029604.1	1821	1621.99	0	0
NC_029603.1	1131	931.994	0	0
NC_029602.1	1082	882.994	0	0
NC_029601.1	1217	1017.99	0	0
NC_029600.1	2746	2546.99	0	0
NC_029599.1	2678	2478.99	0	0
NC_029598.1	3208	3008.99	0	0
NC_029597.1	3531	3331.99	0	0
NC_029596.1	1888	1688.99	0	0
NC_029595.1	1963	1763.99	0	0
NC_029594.1	4301	4101.99	0	0
NC_029593.1	1677	1477.99	0	0
NC_029592.1	1587	1387.99	0	0
NC_029591.1	2023	1823.99	0	0
NC_029590.1	1898	1698.99	0	0
NC_029589.1	1915	1715.99	0	0
NC_029588.1	2164	1964.99	0	0
NC_029587.1	1932	1732.99	0	0
NC_029586.1	2191	1991.99	0	0
NC_029585.1	2205	2005.99	0	0
NC_029584.1	2304	2104.99	0	0
NC_029583.1	2939	2739.99	0	0
NC_029582.1	2987	2787.99	0	0
NC_029581.1	2546	2346.99	0	0
NC_029580.1	1709	1509.99	0	0
NC_029579.1	3124	2924.99	0	0
NC_029578.1	4020	3820.99	0	0
NC_029577.1	3003	2803.99	0	0
NC_029033.1	45045	44846	0	0
NC_028851.1	37995	37796	0	0
NC_028837.1	41149	40950	0	0
NC_028793.1	5867	5667.99	0	0
NC_028767.1	45653	45454	0	0
NC_028746.1	44249	44050	0	0
NC_028678.1	56669	56470	0	0
NC_028489.1	4742	4542.99	0	0
NC_028487.1	9632	9432.99	0	0
NC_028484.1	11343	11144	0	0
NC_028482.1	11877	11678	0	0
NC_028465.1	3164	2964.99	0	0
NC_027713.1	10119	9919.99	0	0
NC_025965.1	5426	5226.99	0	0
NC_029575.1	7022	6822.99	0	0
NC_029574.1	1442	1242.99	0	0
NC_029573.1	1273	1073.99	0	0
NC_029572.1	1089	889.994	0	0
NC_029571.1	1095	895.994	0	0
NC_029569.1	1801	1601.99	0	0
NC_029568.1	1212	1012.99	0	0
NC_029567.1	7062	6862.99	0	0
NC_029566.1	1752	1552.99	0	0
NC_029565.1	2252	2052.99	0	0
NC_029564.1	1472	1272.99	0	0
NC_029563.1	1490	1290.99	0	0
NC_029562.1	7039	6839.99	0	0
NC_029561.1	1718	1518.99	0	0
NC_029560.1	1675	1475.99	0	0
NC_029559.1	1365	1165.99	0	0
NC_029558.1	2135	1935.99	0	0
NC_029557.1	1563	1363.99	0	0
NC_029556.1	2223	2023.99	0	0
NC_029307.1	7897	7697.99	0	0
NC_029316.1	70812	70613	0	0
NC_029314.1	29763	29564	0	0
NC_029312.1	5713	5513.99	0	0
NC_029311.1	124049	123850	0	0
NC_029310.1	8187	7987.99	0	0
NC_029309.1	6360	6160.99	0	0
NC_029308.1	7047	6847.99	0	0
NC_028904.1	49452	49253	0	0
NC_029306.1	8660	8460.99	0	0
NC_026509.1	15684	15485	0	0
NC_026470.1	8096	7896.99	0	0
NC_026439.1	14953	14754	0	0
NC_029080.1	142096	141897	0	0
NC_029304.1	111246	111047	0	0
NC_029302.1	6038	5838.99	0	0
NC_028908.1	72409	72210	0	0
NC_029255.1	129563	129364	0	0
NC_029300.1	5203	5003.99	0	0
NC_026830.2	858	658.994	0	0
NC_026829.2	1278	1078.99	0	0
NC_026828.2	2371	2171.99	0	0
NC_026827.2	2161	1961.99	0	0
NC_026826.2	3002	2802.99	0	0
NC_026825.2	3518	3318.99	0	0
NC_026823.2	751	551.994	0	0
NC_026822.2	954	754.994	0	0
NC_026821.2	1018	818.994	0	0
NC_026020.2	6945	6745.99	0	0
NC_029132.1	140122	139923	0	0
NC_029133.1	5212	5012.99	0	0
NC_029131.1	9581	9381.99	0	0
NC_029055.1	10290	10091	0	0
NC_027390.1	45169	44970	0	0
NC_002640.1	10649	10450	0	0
NC_012532.1	10794	10595	0	0
NC_029116.1	33596	33397	0	0
NC_029103.1	64323	64124	0	0
NC_029084.1	37990	37791	0	0
NC_029081.1	45633	45434	0	0
NC_010191.2	186713	186514	0	0
NC_023558.1	38966	38767	0	0
NC_029106.1	62220	62021	0	0
NC_029083.1	93464	93265	0	0
NC_029067.1	138234	138035	0	0
NC_029065.1	98765	98566	0	0
NC_029129.1	1755	1555.99	0	0
NC_029128.1	4229	4029.99	0	0
NC_029127.1	6405	6205.99	0	0
NC_029121.1	151417	151218	0	0
NC_029120.1	60875	60676	0	0
NC_029119.1	127726	127527	0	0
NC_029118.1	24847	24648	0	0
NC_029115.1	1210	1010.99	0	0
NC_029114.1	1223	1023.99	0	0
NC_029111.1	1714	1514.99	0	0
NC_029110.1	1722	1522.99	0	0
NC_029109.1	1853	1653.99	0	0
NC_029108.1	1846	1646.99	0	0
NC_029107.1	41941	41742	0	0
NC_029105.1	2700	2500.99	0	0
NC_029104.1	54312	54113	0	0
NC_029102.1	36051	35852	0	0
NC_029099.1	49797	49598	0	0
NC_029098.1	133531	133332	0	0
NC_029094.1	131903	131704	0	0
NC_029093.1	75796	75597	0	0
NC_029092.1	44974	44775	0	0
NC_029091.1	168771	168572	0	0
NC_029082.1	6391	6191.99	0	0
NC_029079.1	75339	75140	0	0
NC_029078.1	34997	34798	0	0
NC_029077.1	52155	51956	0	0
NC_029076.1	10423	10224	0	0
NC_029075.1	81541	81342	0	0
NC_029074.1	75987	75788	0	0
NC_029073.1	141298	141099	0	0
NC_029070.1	41620	41421	0	0
NC_029068.1	31703	31504	0	0
NC_029066.1	48666	48467	0	0
NC_029064.1	15078	14879	0	0
NC_029063.1	6421	6221.99	0	0
NC_029061.1	36315	36116	0	0
NC_029060.1	76276	76077	0	0
NC_029059.1	51492	51293	0	0
NC_029058.1	106071	105872	0	0
NC_029057.1	134742	134543	0	0
NC_029056.1	6656	6456.99	0	0
NC_028802.1	49158	48959	0	0
NC_028669.1	43012	42813	0	0
NC_028649.1	6888	6688.99	0	0
NC_024451.1	220222	220023	0	0
NC_029053.1	14924	14725	0	0
NC_029048.1	131326	131127	0	0
NC_001998.1	4529	4329.99	0	0
NC_004914.3	62706	62507	0	0
NC_019925.1	152427	152228	0	0
NC_007346.1	407339	407140	0	0
NC_003663.2	224499	224300	0	0
NC_001867.1	12708	12509	0	0
NC_010809.1	5674	5474.99	0	0
NC_001747.1	5987	5787.99	0	0
NC_029047.1	32894	32695	0	0
NC_029046.1	50827	50628	0	0
NC_019513.1	45552	45353	0	0
NC_008689.1	44857	44658	0	0
NC_029032.1	45532	45333	0	0
NC_023693.1	148612	148413	0	0
NC_012223.2	44899	44700	0	0
NC_015293.1	30651	30452	0	0
NC_013152.1	29459	29260	0	0
NC_013155.1	32182	31983	0	0
NC_011335.1	119343	119144	0	0
NC_029043.1	53183	52984	0	0
NC_029044.1	154434	154235	0	0
NC_007646.1	135135	134936	0	0
NC_022330.1	76586	76387	0	0
NC_015209.1	10638	10439	0	0
NC_004462.2	19604	19405	0	0
NC_009936.1	41593	41394	0	0
NC_003225.3	309286	309087	0	0
NC_024329.1	39425	39226	0	0
NC_028998.1	41291	41092	0	0
NC_029038.1	6603	6403.99	0	0
NC_029036.1	3292	3092.99	0	0
NC_028500.1	2899	2699.99	0	0
NC_028499.1	1762	1562.99	0	0
NC_028497.1	2506	2306.99	0	0
NC_028496.1	2942	2742.99	0	0
NC_028495.1	3698	3498.99	0	0
NC_028494.1	1576	1376.99	0	0
NC_028143.1	2620	2420.99	0	0
NC_028142.1	2668	2468.99	0	0
NC_028141.1	2589	2389.99	0	0
NC_028140.1	2624	2424.99	0	0
NC_025259.1	5145	4945.99	0	0
NC_024206.1	38269	38070	0	0
NC_028777.1	80798	80599	0	0
NC_028840.1	111751	111552	0	0
NC_028959.1	52261	52062	0	0
NC_028958.1	41507	41308	0	0
NC_028951.1	32846	32647	0	0
NC_028905.1	41560	41361	0	0
NC_028883.1	44461	44262	0	0
NC_028838.1	33274	33075	0	0
NC_028764.1	49316	49117	0	0
NC_013415.1	2657	2457.99	0	0
NC_013414.1	2733	2533.99	0	0
NC_008018.1	7722	7522.99	0	0
NC_029022.1	46895	46696	0	0
NC_029008.1	41486	41287	0	0
NC_029006.1	35703	35504	0	0
NC_029004.1	36712	36513	0	0
NC_028991.1	42158	41959	0	0
NC_028886.1	38663	38464	0	0
NC_028880.1	38625	38426	0	0
NC_028857.1	172733	172534	0	0
NC_028856.1	80148	79949	0	0
NC_028772.1	39133	38934	0	0
NC_028755.1	178182	177983	0	0
NC_029031.1	45218	45019	0	0
NC_029030.1	31075	30876	0	0
NC_029029.1	45552	45353	0	0
NC_029028.1	60754	60555	0	0
NC_029027.1	40860	40661	0	0
NC_029026.1	130952	130753	0	0
NC_029025.1	41843	41644	0	0
NC_029024.1	56505	56306	0	0
NC_029023.1	87712	87513	0	0
NC_029021.1	60747	60548	0	0
NC_029020.1	50918	50719	0	0
NC_029019.1	42593	42394	0	0
NC_029018.1	50856	50657	0	0
NC_029017.1	73420	73221	0	0
NC_029014.1	5001	4801.99	0	0
NC_029013.1	177688	177489	0	0
NC_029012.1	4623	4423.99	0	0
NC_029011.1	51711	51512	0	0
NC_029010.1	40592	40393	0	0
NC_029009.1	147589	147390	0	0
NC_029007.1	43745	43546	0	0
NC_029005.1	56445	56246	0	0
NC_029002.1	169223	169024	0	0
NC_029001.1	32000	31801	0	0
NC_029000.1	162327	162128	0	0
NC_028999.1	309208	309009	0	0
NC_028997.1	59802	59603	0	0
NC_028996.1	54295	54096	0	0
NC_028995.1	43216	43017	0	0
NC_028994.1	4273	4073.99	0	0
NC_028993.1	4468	4268.99	0	0
NC_028992.1	34783	34584	0	0
NC_028988.1	44360	44161	0	0
NC_028986.1	153401	153202	0	0
NC_028985.1	2788	2588.99	0	0
NC_028984.1	30664	30465	0	0
NC_028983.1	138877	138678	0	0
NC_028982.1	137918	137719	0	0
NC_028981.1	7417	7217.99	0	0
NC_028979.1	57253	57054	0	0
NC_028978.1	60609	60410	0	0
NC_028977.1	41054	40855	0	0
NC_028976.1	50113	49914	0	0
NC_028974.1	56528	56329	0	0
NC_028973.1	5027	4827.99	0	0
NC_028972.1	75167	74968	0	0
NC_028970.1	7270	7070.99	0	0
NC_028969.1	52955	52756	0	0
NC_028968.1	71214	71015	0	0
NC_028967.1	29605	29406	0	0
NC_028966.1	76269	76070	0	0
NC_028965.1	53219	53020	0	0
NC_028964.1	8506	8306.99	0	0
NC_028963.1	15728	15529	0	0
NC_028962.1	140961	140762	0	0
NC_028961.1	55094	54895	0	0
NC_028960.1	50999	50800	0	0
NC_028957.1	171541	171342	0	0
NC_028956.1	52139	51940	0	0
NC_028955.1	197361	197162	0	0
NC_028953.1	110764	110565	0	0
NC_028952.1	60934	60735	0	0
NC_028950.1	223932	223733	0	0
NC_028948.1	5181	4981.99	0	0
NC_028947.1	62738	62539	0	0
NC_028946.1	59652	59453	0	0
NC_028945.1	206713	206514	0	0
NC_028944.1	162252	162053	0	0
NC_028943.1	29237	29038	0	0
NC_028942.1	68293	68094	0	0
NC_028941.1	51161	50962	0	0
NC_028940.1	170286	170087	0	0
NC_028939.1	68871	68672	0	0
NC_028938.1	22613	22414	0	0
NC_028937.1	58338	58139	0	0
NC_028936.1	59052	58853	0	0
NC_028934.1	72139	71940	0	0
NC_028933.1	45626	45427	0	0
NC_028932.1	52088	51889	0	0
NC_028931.1	55108	54909	0	0
NC_028930.1	54439	54240	0	0
NC_028929.1	40759	40560	0	0
NC_028928.1	53455	53256	0	0
NC_028926.1	40000	39801	0	0
NC_028925.1	170822	170623	0	0
NC_028924.1	48689	48490	0	0
NC_028923.1	58472	58273	0	0
NC_028922.1	45161	44962	0	0
NC_028921.1	10316	10117	0	0
NC_028920.1	52530	52331	0	0
NC_028917.1	41931	41732	0	0
NC_028916.1	44573	44374	0	0
NC_028915.1	43228	43029	0	0
NC_028914.1	52927	52728	0	0
NC_028913.1	43145	42946	0	0
NC_028912.1	49717	49518	0	0
NC_028910.1	55617	55418	0	0
NC_028907.1	68839	68640	0	0
NC_028906.1	75933	75734	0	0
NC_028903.1	77266	77067	0	0
NC_028902.1	4184	3984.99	0	0
NC_028900.1	28144	27945	0	0
NC_028899.1	222888	222689	0	0
NC_028898.1	35764	35565	0	0
NC_028897.1	49421	49222	0	0
NC_028896.1	32675	32476	0	0
NC_028895.1	116138	115939	0	0
NC_028894.1	170336	170137	0	0
NC_028892.1	49949	49750	0	0
NC_028891.1	22947	22748	0	0
NC_028890.1	162486	162287	0	0
NC_028887.1	167431	167232	0	0
NC_028882.1	84583	84384	0	0
NC_028881.1	170473	170274	0	0
NC_028879.1	43225	43026	0	0
NC_028878.1	76271	76072	0	0
NC_028877.1	52967	52768	0	0
NC_028876.1	109800	109601	0	0
NC_028874.1	50614	50415	0	0
NC_028872.1	86252	86053	0	0
NC_028871.1	38392	38193	0	0
NC_028870.1	43595	43396	0	0
NC_028867.1	15541	15342	0	0
NC_028865.1	76964	76765	0	0
NC_028864.1	43189	42990	0	0
NC_028863.1	40477	40278	0	0
NC_028862.1	44222	44023	0	0
NC_028861.1	44576	44377	0	0
NC_028860.1	52392	52193	0	0
NC_028859.1	42881	42682	0	0
NC_028855.1	44846	44647	0	0
NC_028854.1	43724	43525	0	0
NC_028853.1	50078	49879	0	0
NC_028852.1	53042	52843	0	0
NC_028850.1	41449	41250	0	0
NC_028849.1	53387	53188	0	0
NC_028848.1	41805	41606	0	0
NC_028847.1	170527	170328	0	0
NC_028846.1	61081	60882	0	0
NC_028844.1	57293	57094	0	0
NC_028843.1	75816	75617	0	0
NC_028842.1	57328	57129	0	0
NC_028841.1	44952	44753	0	0
NC_028834.1	48216	48017	0	0
NC_028833.1	27783	27584	0	0
NC_028832.1	61511	61312	0	0
NC_028828.1	52055	51856	0	0
NC_028827.1	50165	49966	0	0
NC_028826.1	42265	42066	0	0
NC_028825.1	87372	87173	0	0
NC_028824.1	26975	26776	0	0
NC_028823.1	58985	58786	0	0
NC_028822.1	40829	40630	0	0
NC_028821.1	40670	40471	0	0
NC_028820.1	162101	161902	0	0
NC_028819.1	43190	42991	0	0
NC_028818.1	57168	56969	0	0
NC_028816.1	43809	43610	0	0
NC_028813.1	57766	57567	0	0
NC_028812.1	58546	58347	0	0
NC_028811.1	27935	27736	0	0
NC_028810.1	52357	52158	0	0
NC_028809.1	58637	58438	0	0
NC_028807.1	43150	42951	0	0
NC_028806.1	28111	27912	0	0
NC_028805.1	126341	126142	0	0
NC_028803.1	69118	68919	0	0
NC_028801.1	68346	68147	0	0
NC_028800.1	41698	41499	0	0
NC_028799.1	66708	66509	0	0
NC_028798.1	50882	50683	0	0
NC_028796.1	49203	49004	0	0
NC_028795.1	31522	31323	0	0
NC_028794.1	52647	52448	0	0
NC_028792.1	56826	56627	0	0
NC_028791.1	44492	44293	0	0
NC_028789.1	18609	18410	0	0
NC_028788.1	37246	37047	0	0
NC_028787.1	28489	28290	0	0
NC_028786.1	49462	49263	0	0
NC_028785.1	72790	72591	0	0
NC_028784.1	51409	51210	0	0
NC_028782.1	40024	39825	0	0
NC_028779.1	43680	43481	0	0
NC_028778.1	75626	75427	0	0
NC_028775.1	43098	42899	0	0
NC_028774.1	48754	48555	0	0
NC_028770.1	59878	59679	0	0
NC_028768.1	49714	49515	0	0
NC_028766.1	33755	33556	0	0
NC_028765.1	142348	142149	0	0
NC_028763.1	49847	49648	0	0
NC_028762.1	161989	161790	0	0
NC_028760.1	49037	48838	0	0
NC_028759.1	58065	57866	0	0
NC_028758.1	35644	35445	0	0
NC_028757.1	50768	50569	0	0
NC_028754.1	120098	119899	0	0
NC_028752.1	27395	27196	0	0
NC_028750.1	176081	175882	0	0
NC_028749.1	134270	134071	0	0
NC_028747.1	47618	47419	0	0
NC_028662.1	50418	50219	0	0
NC_028366.1	7333	7133.99	0	0
NC_028365.1	6929	6729.99	0	0
NC_028364.1	7810	7610.99	0	0
NC_028363.1	7656	7456.99	0	0
NC_028136.1	5111	4911.99	0	0
NC_021806.1	100418	100219	0	0
NC_021805.1	6478	6278.99	0	0
NC_021804.1	28760	28561	0	0
NC_021803.1	72369	72170	0	0
NC_021802.1	53664	53465	0	0
NC_021800.1	34844	34645	0	0
NC_021799.1	57447	57248	0	0
NC_021798.1	145343	145144	0	0
NC_021797.1	6453	6253.99	0	0
NC_021796.1	72534	72335	0	0
NC_021795.1	38776	38577	0	0
NC_021794.1	71443	71244	0	0
NC_021793.1	11703	11504	0	0
NC_021792.1	72961	72762	0	0
NC_021791.1	39148	38949	0	0
NC_021790.1	39189	38990	0	0
NC_021789.1	75994	75795	0	0
NC_021788.1	145865	145666	0	0
NC_021337.1	31185	30986	0	0
NC_017688.1	32414	32215	0	0
NC_005056.1	32684	32485	0	0
NC_001730.1	6089	5889.99	0.542683	83.3763
NC_002207.1	1882	1682.99	0	0
NC_028659.1	142987	142788	0	0
NC_028683.1	177643	177444	0	0
NC_028744.1	53141	52942	0	0
NC_028743.1	48594	48395	0	0
NC_028742.1	70270	70071	0	0
NC_028138.1	2638	2438.99	0	0
NC_004732.1	2662	2462.99	0	0
NC_028498.1	2110	1910.99	0	0
NC_028493.1	1802	1602.99	0	0
NC_028698.1	41868	41669	0	0
NC_028672.1	149732	149533	0	0
NC_028702.1	38084	37885	0	0
NC_028700.1	37976	37777	0	0
NC_028699.1	40740	40541	0	0
NC_028697.1	33900	33701	0	0
NC_028694.1	29407	29208	0	0
NC_028692.1	15524	15325	0	0
NC_028691.1	68227	68028	0	0
NC_028690.1	68472	68273	0	0
NC_028689.1	67774	67575	0	0
NC_028688.1	40114	39915	0	0
NC_028687.1	51637	51438	0	0
NC_028686.1	166313	166114	0	0
NC_028685.1	62851	62652	0	0
NC_028684.1	41563	41364	0	0
NC_028682.1	69030	68831	0	0
NC_028680.1	50515	50316	0	0
NC_028679.1	40938	40739	0	0
NC_028677.1	46596	46397	0	0
NC_028676.1	149218	149019	0	0
NC_028675.1	41526	41327	0	0
NC_028674.1	68355	68156	0	0
NC_028673.1	73419	73220	0	0
NC_028670.1	44203	44004	0	0
NC_028668.1	77779	77580	0	0
NC_028666.1	36595	36396	0	0
NC_028665.1	56982	56783	0	0
NC_028664.1	43963	43764	0	0
NC_028663.1	188632	188433	0	0
NC_028661.1	41149	40950	0	0
NC_028660.1	61035	60836	0	0
NC_028657.1	60919	60720	0	0
NC_028656.1	65955	65756	0.000594338	0.00817918
NC_028655.1	39235	39036	0	0
NC_028654.1	56275	56076	0	0
NC_028653.1	67617	67418	0	0
NC_028652.1	94109	93910	0	0
NC_028651.1	19351	19152	0	0
NC_028094.1	473558	473359	0	0
NC_027922.1	3542	3342.99	0	0
NC_027717.1	6358	6158.99	0	0
NC_027716.1	1681	1481.99	0	0
NC_027715.1	3328	3128.99	0	0
NC_026473.1	5187	4987.99	0	0
NC_028045.1	1767	1567.99	0	0
NC_025218.2	8021	7821.99	0	0
NC_022762.1	33996	33797	0	0
NC_027356.1	108065	107866	0	0
NC_018571.2	5843	5643.99	0	0
NC_024711.1	97065	96866	0	0
NC_021484.1	5612	5412.99	0	0
NC_021481.1	5736	5536.99	0	0
NC_016038.1	5666	5466.99	0	0
NC_015050.1	6244	6044.99	0	0
NC_014545.1	5866	5666.99	0	0
NC_010732.1	5920	5720.99	0	0
NC_008249.1	5900	5700.99	0	0
NC_006265.1	5723	5523.99	0	0
NC_004666.1	5685	5485.99	0	0
NC_003369.1	5964	5764.99	0	0
NC_028636.1	135952	135753	0	0
NC_028378.1	8768	8568.99	0	0
NC_028492.1	7707	7507.99	0	0
NC_028491.1	98392	98193	0	0
NC_028479.1	8364	8164.99	0	0
NC_028477.1	5221	5021.99	0	0
NC_028475.1	2617	2417.99	0	0
NC_028474.1	2768	2568.99	0	0
NC_028473.1	2733	2533.99	0	0
NC_028472.1	2922	2722.99	0	0
NC_028471.1	2497	2297.99	0	0
NC_028470.1	6733	6533.99	0	0
NC_028469.1	1813	1613.99	0	0
NC_028468.1	3747	3547.99	0	0
NC_028467.1	6139	5939.99	0	0
NC_028113.1	35685	35486	0	0
NC_028107.1	34064	33865	0	0
NC_028105.1	35159	34960	0	0
NC_028103.1	32939	32740	0	0
NC_027920.1	14729	14530	0	0
NC_027915.1	11649	11450	0	0
NC_027383.1	44613	44414	0	0
NC_027379.1	43642	43443	0	0
NC_025464.1	44147	43948	0	0
NC_025461.1	45871	45672	0	0
NC_025456.1	46547	46348	0	0
NC_025455.1	46237	46038	0	0
NC_027916.2	160358	160159	0	0
NC_003853.1	4253	4053.99	0	0
NC_028462.1	9850	9650.99	0	0
NC_028461.1	127011	126812	0	0
NC_028459.1	2272	2072.99	0	0
NC_028099.1	122522	122323	0	0
NC_026810.1	2251	2051.99	0	0
NC_026809.1	2123	1923.99	0	0
NC_026808.1	2189	1989.99	0	0
NC_026807.1	2089	1889.99	0	0
NC_026806.1	2112	1912.99	0	0
NC_028449.1	63569	63370	1.00097	14.2939
NC_028402.1	2735	2535.99	0	0
NC_028401.1	1845	1645.99	0	0
NC_028400.1	3135	2935.99	0	0
NC_028399.1	2863	2663.99	0	0
NC_028398.1	3170	2970.99	0	0
NC_028397.1	2756	2556.99	0	0
NC_028396.1	3040	2840.99	0	0
NC_028395.1	2770	2570.99	0	0
NC_028394.1	2698	2498.99	0	0
NC_028393.1	2236	2036.99	0	0
NC_028392.1	2670	2470.99	0	0
NC_028391.1	1940	1740.99	0	0
NC_027330.1	45403	45204	0	0
NC_028388.1	3156	2956.99	0	0
NC_028387.1	2850	2650.99	0	0
NC_028386.1	2169	1969.99	0	0
NC_028385.1	2829	2629.99	0	0
NC_028384.1	2166	1966.99	0	0
NC_028383.1	2818	2618.99	0	0
NC_028382.1	3053	2853.99	0	0
NC_028380.1	9809	9609.99	0	0
NC_028376.1	18697	18498	0	0
NC_028375.1	16053	15854	0	0
NC_028374.1	26315	26116	0	0
NC_028373.1	18554	18355	0	0
NC_028372.1	24521	24322	0	0
NC_028371.1	16248	16049	0	0
NC_028370.1	21779	21580	0	0
NC_028369.1	21414	21215	0	0
NC_028368.1	22879	22680	0	0
NC_028367.1	19537	19338	0	0
NC_028362.1	15618	15419	0	0
NC_019913.1	91715	91516	0	0
NC_013234.1	1098	898.994	0	0
NC_013233.1	1198	998.994	0	0
NC_013232.1	1331	1131.99	0	0
NC_013230.1	2241	2041.99	0	0
NC_013229.1	3888	3688.99	0	0
NC_013228.1	2127	1927.99	0	0
NC_013227.1	2251	2051.99	0	0
NC_013226.1	3870	3670.99	0	0
NC_013225.1	3804	3604.99	0	0
NC_012931.1	5673	5473.99	0	0
NC_010806.1	5808	5608.99	0	0
NC_004751.1	5723	5523.99	0	0
NC_004750.1	5677	5477.99	0	0
NC_002160.2	5695	5495.99	0	0
NC_002198.2	5662	5462.99	0	0
NC_003688.1	5669	5469.99	0	0
NC_003680.1	5273	5073.99	0	0
NC_003056.1	5853	5653.99	0	0
NC_003743.1	5641	5441.99	0	0
NC_028134.1	2937	2737.99	0	0
NC_028270.1	24837	24638	0	0
NC_028269.1	29767	29568	0	0
NC_028268.1	38049	37850	0	0
NC_028267.1	7771	7571.99	0	0
NC_028262.1	2754	2554.99	0	0
NC_028258.1	2531	2331.99	0	0
NC_028257.1	23193	22994	0	0
NC_028256.1	13769	13570	0	0
NC_028255.1	11003	10804	0	0
NC_028253.1	2605	2405.99	0	0
NC_028252.1	2942	2742.99	0	0
NC_028249.1	15696	15497	0	0
NC_028246.1	14627	14428	0	0
NC_028245.1	14904	14705	0	0
NC_027820.1	2253	2053.99	0	0
NC_028244.1	12706	12507	0	0
NC_028243.1	10795	10596	0	0
NC_028241.1	14478	14279	0	0
NC_028240.1	8887	8687.99	0	0
NC_028239.1	16133	15934	0	0
NC_028238.1	188534	188335	0	0
NC_028237.1	14491	14292	0	0
NC_028236.1	11072	10873	0	0
NC_028235.1	12994	12795	0	0
NC_028234.1	12162	11963	0	0
NC_028233.1	15522	15323	0	0
NC_028232.1	11214	11015	0	0
NC_028231.1	13188	12989	0	0
NC_027352.1	159492	159293	0	0
NC_028137.1	22780	22581	0	0
NC_028133.1	3473	3273.99	0	0
NC_028130.1	1353	1153.99	0	0
NC_028128.1	1353	1153.99	0	0
NC_028127.1	5358	5158.99	0	0
NC_028126.1	7197	6997.99	0	0
NC_028125.1	7233	7033.99	0	0
NC_028124.1	2776	2576.99	0	0
NC_028123.1	4903	4703.99	0	0
NC_028122.1	5201	5001.99	0	0
NC_028121.1	5041	4841.99	0	0
NC_028120.1	5352	5152.99	0	0
NC_028119.1	5024	4824.99	0	0
NC_028117.1	5032	4832.99	0	0
NC_028116.1	1381	1181.99	0	0
NC_028115.1	1387	1187.99	0	0
NC_028114.1	2765	2565.99	0	0
NC_028112.1	178262	178063	0	0
NC_028111.1	8334	8134.99	0	0
NC_028110.1	171045	170846	0	0
NC_028108.1	171454	171255	0	0
NC_028104.1	73689	73490	0	0
NC_028098.1	2574	2374.99	0	0
NC_028097.1	3421	3221.99	0	0
NC_027930.1	2140	1940.99	0	0
NC_027929.1	2863	2663.99	0	0
NC_027928.1	3415	3215.99	0	0
NC_027927.1	4904	4704.99	0	0
NC_027926.1	7244	7044.99	0	0
NC_027816.1	3849	3649.99	0	0
NC_027810.1	1110	910.994	0	0
NC_027809.1	2457	2257.99	0	0
NC_027808.1	3826	3626.99	0	0
NC_027355.1	159071	158872	0	0
NC_026953.1	2319	2119.99	0	0
NC_026952.1	1995	1795.99	0	0
NC_026951.1	760	560.994	0	0
NC_022615.1	1837	1637.99	0	0
NC_022614.1	2013	1813.99	0	0
NC_022252.1	2034	1834.99	0	0
NC_022250.1	3352	3152.99	0	0
NC_021223.1	1762	1562.99	0	0
NC_021222.1	2026	1826.99	0	0
NC_014598.1	3948	3748.99	0	0
NC_014600.1	3818	3618.99	0	0
NC_014601.1	3650	3450.99	0	0
NC_014602.1	2563	2363.99	0	0
NC_014603.1	1996	1796.99	0	0
NC_014604.1	1957	1757.99	0	0
NC_014605.1	1936	1736.99	0	0
NC_014606.1	1205	1005.99	0	0
NC_014607.1	1141	941.994	0	0
NC_012546.1	1040	840.994	0	0
NC_012545.1	1234	1034.99	0	0
NC_012544.1	1205	1005.99	0	0
NC_012543.1	1187	987.994	0	0
NC_012542.1	1434	1234.99	0	0
NC_012541.1	1702	1502.99	0	0
NC_012540.1	1665	1465.99	0	0
NC_012539.1	2521	2321.99	0	0
NC_012538.1	2559	2359.99	0	0
NC_012537.1	3180	2980.99	0	0
NC_012536.1	3522	3322.99	0	0
NC_012535.1	4475	4275.99	0	0
NC_009252.1	853	653.994	0	0
NC_009251.1	1652	1452.99	0	0
NC_009250.1	1648	1448.99	0	0
NC_009249.1	2622	2422.99	0	0
NC_009248.1	4505	4305.99	0	0
NC_009245.1	1171	971.994	0	0
NC_009243.1	3224	3024.99	0	0
NC_009247.1	2542	2342.99	0	0
NC_009246.1	1202	1002.99	0	0
NC_009244.1	3514	3314.99	0	0
NC_009242.1	1198	998.994	0	0
NC_009241.1	1578	1378.99	0	0
NC_008737.1	1870	1670.99	0	0
NC_008736.1	2186	1986.99	0	0
NC_008735.1	3162	2962.99	0	0
NC_008734.1	1798	1598.99	0	0
NC_008733.1	4501	4301.99	0	0
NC_008732.1	3826	3626.99	0	0
NC_008731.1	2639	2439.99	0	0
NC_008730.1	3617	3417.99	0	0
NC_008729.1	3566	3366.99	0	0
NC_008728.1	1931	1731.99	0	0
NC_003220.1	5699	5499.99	0	0
NC_003219.1	1911	1711.99	0	0
